data,produto_id,categoria,vendas_qtd,estoque_qtd,preco_unitario,promocao
2023-04-10,PROD_6,Bebida,30,150,11.9,1
2023-04-10,PROD_7,Alimento,8,89,4.96,0
2023-04-10,PROD_8,Bebida,7,130,5.47,0
2023-04-10,PROD_9,Bebida,9,71,18.58,0
2023-04-10,PROD_10,Higiene,17,118,10.04,1
2023-04-11,PROD_1,Alimento,16,61,18.4,1
2023-04-11,PROD_2,Bebida,9,177,14.93,0
2023-04-11,PROD_3,Higiene,8,120,9.41,0
2023-04-11,PROD_4,Bebida,12,80,7.24,0
2023-04-11,PROD_5,Alimento,8,69,8.51,0
2023-04-11,PROD_6,Alimento,10,194,10.44,0
2023-04-11,PROD_7,Bebida,8,179,13.28,0
2023-04-11,PROD_8,Bebida,9,121,22.84,0
2023-04-11,PROD_9,Alimento,10,67,15.91,0
2023-04-11,PROD_10,Higiene,9,187,17.24,0
2023-04-12,PROD_1,Bebida,5,147,9.2,0
2023-04-12,PROD_2,Bebida,10,168,22.36,0
2023-04-12,PROD_3,Alimento,12,143,12.87,0
2023-04-12,PROD_4,Bebida,7,102,5.92,0
2023-04-12,PROD_5,Bebida,9,196,6.37,0
2023-04-12,PROD_6,Bebida,11,53,19.32,0
2023-04-12,PROD_7,Bebida,11,151,13.48,0
2023-04-12,PROD_8,Bebida,21,160,18.48,0
2023-04-12,PROD_9,Alimento,6,152,17.4,0
2023-04-12,PROD_10,Higiene,11,179,20.01,0
2023-04-13,PROD_1,Bebida,10,51,21.27,0
2023-04-13,PROD_2,Higiene,17,134,13.47,0
2023-04-13,PROD_3,Alimento,18,139,4.92,1
2023-04-13,PROD_4,Bebida,8,172,18.88,0
2023-04-13,PROD_5,Higiene,6,62,5.7,0
2023-04-13,PROD_6,Higiene,13,151,13.15,0
2023-04-13,PROD_7,Bebida,16,113,21.54,1
2023-04-13,PROD_8,Bebida,11,69,10.68,0
2023-04-13,PROD_9,Bebida,11,58,14.55,0
2023-04-13,PROD_10,Alimento,11,133,5.46,0
2023-04-14,PROD_1,Bebida,17,142,7.57,0
2023-04-14,PROD_2,Alimento,11,122,3.88,0
2023-04-14,PROD_3,Bebida,32,98,9.61,1
2023-04-14,PROD_4,Higiene,12,184,16.95,0
2023-04-14,PROD_5,Alimento,12,122,18.32,0
2023-04-14,PROD_6,Alimento,22,174,21.96,1
2023-04-14,PROD_7,Alimento,11,131,20.98,0
2023-04-14,PROD_8,Higiene,8,178,21.44,0
2023-04-14,PROD_9,Alimento,16,104,4.21,1
2023-04-14,PROD_10,Higiene,7,84,7.28,0
2023-04-15,PROD_1,Bebida,7,193,24.49,0
2023-04-15,PROD_2,Higiene,14,117,15.84,0
2023-04-15,PROD_3,Bebida,8,108,13.13,0
2023-04-15,PROD_4,Alimento,14,128,13.34,0
2023-04-15,PROD_5,Alimento,7,166,7.92,0
2023-04-15,PROD_6,Higiene,8,161,23.83,0
2023-04-15,PROD_7,Alimento,11,132,21.09,0
2023-04-15,PROD_8,Alimento,6,165,20.6,0
2023-04-15,PROD_9,Higiene,5,195,21.56,0
2023-04-15,PROD_10,Higiene,12,88,15.05,0
2023-04-16,PROD_1,Bebida,9,122,5.71,0
2023-04-16,PROD_2,Bebida,7,191,12.63,0
2023-04-16,PROD_3,Alimento,23,51,24.57,1
2023-04-16,PROD_4,Higiene,15,189,5.8,0
2023-04-16,PROD_5,Higiene,5,130,14.02,0
2023-04-16,PROD_6,Higiene,11,195,23.99,0
2023-04-16,PROD_7,Higiene,22,192,9.26,1
2023-04-16,PROD_8,Alimento,12,124,10.29,0
2023-04-16,PROD_9,Alimento,11,155,17.52,0
2023-04-16,PROD_10,Higiene,7,146,23.06,0
2023-04-17,PROD_1,Alimento,20,167,24.26,1
2023-04-17,PROD_2,Alimento,4,116,24.75,0
2023-04-17,PROD_3,Alimento,13,79,5.65,0
2023-04-17,PROD_4,Higiene,9,190,5.49,0
2023-04-17,PROD_5,Higiene,3,90,22.98,0
2023-04-17,PROD_6,Alimento,13,126,17.65,0
2023-04-17,PROD_7,Alimento,12,176,21.62,0
2023-04-17,PROD_8,Higiene,4,104,11.27,0
2023-04-17,PROD_9,Higiene,11,92,9.95,0
2023-04-17,PROD_10,Higiene,15,95,11.89,1
2023-04-18,PROD_1,Bebida,9,174,17.34,0
2023-04-18,PROD_2,Higiene,9,121,10.38,0
2023-04-18,PROD_3,Alimento,22,132,18.33,1
2023-04-18,PROD_4,Bebida,9,146,14.64,0
2023-04-18,PROD_5,Higiene,21,182,8.51,1
2023-04-18,PROD_6,Bebida,11,62,12.96,0
2023-04-18,PROD_7,Alimento,12,179,4.13,0
2023-04-18,PROD_8,Alimento,19,121,23.21,1
2023-04-18,PROD_9,Higiene,7,199,16.8,0
2023-04-18,PROD_10,Alimento,16,100,13.46,0
2023-04-19,PROD_1,Bebida,5,187,6.28,0
2023-04-19,PROD_2,Alimento,6,62,20.23,0
2023-04-19,PROD_3,Alimento,14,169,23.57,1
2023-04-19,PROD_4,Bebida,11,152,21.89,0
2023-04-19,PROD_5,Alimento,32,178,10.09,1
2023-04-19,PROD_6,Higiene,15,179,17.98,0
2023-04-19,PROD_7,Bebida,7,188,4.03,0
2023-04-19,PROD_8,Higiene,7,109,18.22,0
2023-04-19,PROD_9,Higiene,18,113,7.95,1
2023-04-19,PROD_10,Bebida,11,97,9.94,0
2023-04-20,PROD_1,Higiene,8,136,4.46,0
2023-04-20,PROD_2,Higiene,14,93,6.38,0
2023-04-20,PROD_3,Bebida,27,180,13.9,1
2023-04-20,PROD_4,Bebida,7,118,21.25,0
2023-04-20,PROD_5,Higiene,10,143,9.72,1
2023-04-20,PROD_6,Alimento,20,170,12.09,1
2023-04-20,PROD_7,Higiene,16,70,3.8,0
2023-04-20,PROD_8,Alimento,27,110,10.85,1
2023-04-20,PROD_9,Alimento,10,116,5.05,0
2023-04-20,PROD_10,Bebida,14,106,17.44,0
2023-04-21,PROD_1,Alimento,10,65,24.19,0
2023-04-21,PROD_2,Higiene,5,161,5.42,0
2023-04-21,PROD_3,Higiene,12,126,22.31,0
2023-04-21,PROD_4,Bebida,23,118,24.16,1
2023-04-21,PROD_5,Higiene,14,56,8.57,0
2023-04-21,PROD_6,Bebida,8,78,12.48,0
2023-04-21,PROD_7,Bebida,10,194,19.82,0
2023-04-21,PROD_8,Bebida,9,68,13.7,0
2023-04-21,PROD_9,Higiene,13,82,20.63,0
2023-04-21,PROD_10,Higiene,8,66,21.39,0
2023-04-22,PROD_1,Bebida,21,123,23.23,1
2023-04-22,PROD_2,Alimento,17,176,8.64,1
2023-04-22,PROD_3,Higiene,14,61,8.02,0
2023-04-22,PROD_4,Alimento,8,81,9.92,0
2023-04-22,PROD_5,Alimento,13,141,8.73,0
2023-04-22,PROD_6,Alimento,10,104,17.78,0
2023-04-22,PROD_7,Higiene,12,75,15.62,0
2023-04-22,PROD_8,Higiene,7,80,21.09,0
2023-04-22,PROD_9,Bebida,14,73,10.36,1
2023-04-22,PROD_10,Alimento,18,131,23.79,1
2023-04-23,PROD_1,Higiene,20,121,6.24,1
2023-04-23,PROD_2,Bebida,3,148,9.2,0
2023-04-23,PROD_3,Alimento,26,136,11.74,1
2023-04-23,PROD_4,Alimento,12,78,5.98,0
2023-04-23,PROD_5,Alimento,11,124,15.1,0
2023-04-23,PROD_6,Alimento,23,67,13.63,1
2023-04-23,PROD_7,Alimento,10,188,7.11,0
2023-04-23,PROD_8,Higiene,3,124,15.97,0
2023-04-23,PROD_9,Bebida,12,135,4.2,0
2023-04-23,PROD_10,Bebida,26,58,14.11,1
2023-04-24,PROD_1,Alimento,11,130,7.9,0
2023-04-24,PROD_2,Alimento,10,149,21.48,0
2023-04-24,PROD_3,Higiene,12,184,15.79,0
2023-04-24,PROD_4,Higiene,7,119,5.87,0
2023-04-24,PROD_5,Alimento,6,73,9.89,0
2023-04-24,PROD_6,Alimento,21,188,7.78,1
2023-04-24,PROD_7,Bebida,17,73,17.48,0
2023-04-24,PROD_8,Alimento,23,149,18.16,1
2023-04-24,PROD_9,Alimento,15,75,20.12,1
2023-04-24,PROD_10,Bebida,12,152,6.76,0
2023-04-25,PROD_1,Alimento,13,56,5.77,0
2023-04-25,PROD_2,Bebida,10,197,14.11,0
2023-04-25,PROD_3,Alimento,9,159,6.92,0
2023-04-25,PROD_4,Alimento,10,90,8.25,0
2023-04-25,PROD_5,Bebida,12,196,7.09,0
2023-04-25,PROD_6,Alimento,8,117,22.68,0
2023-04-25,PROD_7,Alimento,7,79,15.32,0
2023-04-25,PROD_8,Higiene,10,103,14.67,0
2023-04-25,PROD_9,Alimento,12,142,22.07,0
2023-04-25,PROD_10,Bebida,11,146,15.31,0
2023-04-26,PROD_1,Alimento,13,50,21.64,0
2023-04-26,PROD_2,Higiene,9,103,18.84,0
2023-04-26,PROD_3,Higiene,18,95,22.16,1
2023-04-26,PROD_4,Bebida,6,141,3.88,0
2023-04-26,PROD_5,Higiene,13,159,11.4,0
2023-04-26,PROD_6,Higiene,8,198,17.92,0
2023-04-26,PROD_7,Bebida,12,190,10.26,0
2023-04-26,PROD_8,Alimento,5,162,15.23,0
2023-04-26,PROD_9,Higiene,14,60,10.28,0
2023-04-26,PROD_10,Alimento,9,105,11.81,0
2023-04-27,PROD_1,Bebida,10,84,7.12,0
2023-04-27,PROD_2,Higiene,13,129,17.37,0
2023-04-27,PROD_3,Bebida,12,152,22.17,0
2023-04-27,PROD_4,Bebida,12,194,14.64,0
2023-04-27,PROD_5,Bebida,11,82,15.14,0
2023-04-27,PROD_6,Higiene,15,126,21.35,0
2023-04-27,PROD_7,Alimento,17,103,18.94,0
2023-04-27,PROD_8,Bebida,10,116,16.41,0
2023-04-27,PROD_9,Higiene,14,185,24.82,0
2023-04-27,PROD_10,Alimento,8,185,12.39,0
2023-04-28,PROD_1,Bebida,22,163,12.97,1
2023-04-28,PROD_2,Higiene,15,87,22.28,0
2023-04-28,PROD_3,Higiene,10,125,14.51,1
2023-04-28,PROD_4,Higiene,8,145,7.57,0
2023-04-28,PROD_5,Bebida,10,111,23.18,0
2023-04-28,PROD_6,Alimento,13,135,19.2,0
2023-04-28,PROD_7,Bebida,10,119,19.3,0
2023-04-28,PROD_8,Bebida,5,95,15.59,0
2023-04-28,PROD_9,Alimento,11,86,18.84,0
2023-04-28,PROD_10,Alimento,20,103,15.09,1
2023-04-29,PROD_1,Bebida,5,72,16.48,0
2023-04-29,PROD_2,Higiene,11,162,22.99,0
2023-04-29,PROD_3,Alimento,17,133,9.2,0
2023-04-29,PROD_4,Bebida,18,187,18.6,1
2023-04-29,PROD_5,Higiene,10,150,13.16,0
2023-04-29,PROD_6,Bebida,12,116,16.87,0
2023-04-29,PROD_7,Bebida,9,162,13.87,0
2023-04-29,PROD_8,Alimento,9,70,16.48,0
2023-04-29,PROD_9,Alimento,13,171,6.31,0
2023-04-29,PROD_10,Alimento,11,190,21.58,0
2023-04-30,PROD_1,Alimento,10,190,21.87,0
2023-04-30,PROD_2,Alimento,10,124,19.57,0
2023-04-30,PROD_3,Bebida,23,151,13.64,1
2023-04-30,PROD_4,Higiene,16,110,11.23,1
2023-04-30,PROD_5,Alimento,26,156,8.24,1
2023-04-30,PROD_6,Bebida,7,110,13.39,0
2023-04-30,PROD_7,Alimento,5,164,9.27,0
2023-04-30,PROD_8,Alimento,12,150,8.67,0
2023-04-30,PROD_9,Bebida,9,142,16.09,0
2023-04-30,PROD_10,Higiene,21,51,9.59,1
2023-05-01,PROD_1,Bebida,9,167,15.9,0
2023-05-01,PROD_2,Bebida,11,63,11.81,0
2023-05-01,PROD_3,Higiene,4,57,7.14,0
2023-05-01,PROD_4,Bebida,29,173,15.73,1
2023-05-01,PROD_5,Alimento,8,182,14.29,0
2023-05-01,PROD_6,Alimento,9,164,7.61,0
2023-05-01,PROD_7,Bebida,8,194,21.87,0
2023-05-01,PROD_8,Higiene,17,170,13.1,0
2023-05-01,PROD_9,Higiene,13,86,13.71,0
2023-05-01,PROD_10,Higiene,12,174,4.28,0
2023-05-02,PROD_1,Alimento,8,155,12.59,0
2023-05-02,PROD_2,Bebida,17,61,19.99,1
2023-05-02,PROD_3,Bebida,9,82,15.45,0
2023-05-02,PROD_4,Bebida,12,80,23.49,1
2023-05-02,PROD_5,Bebida,9,52,16.13,0
2023-05-02,PROD_6,Alimento,5,158,16.44,0
2023-05-02,PROD_7,Alimento,22,120,22.82,1
2023-05-02,PROD_8,Alimento,9,133,7.76,0
2023-05-02,PROD_9,Alimento,8,188,12.49,0
2023-05-02,PROD_10,Higiene,13,110,15.53,0
2023-05-03,PROD_1,Alimento,8,131,22.71,0
2023-05-03,PROD_2,Higiene,11,73,20.54,0
2023-05-03,PROD_3,Alimento,11,75,21.36,0
2023-05-03,PROD_4,Alimento,14,92,4.43,0
2023-05-03,PROD_5,Alimento,9,78,14.62,0
2023-05-03,PROD_6,Bebida,13,91,15.18,0
2023-05-03,PROD_7,Higiene,12,105,20.77,0
2023-05-03,PROD_8,Alimento,8,101,16.62,0
2023-05-03,PROD_9,Bebida,8,173,8.38,0
2023-05-03,PROD_10,Bebida,7,155,22.92,0
2023-05-04,PROD_1,Bebida,5,56,21.93,0
2023-05-04,PROD_2,Alimento,12,111,13.57,0
2023-05-04,PROD_3,Alimento,14,131,3.87,0
2023-05-04,PROD_4,Alimento,6,126,3.74,0
2023-05-04,PROD_5,Bebida,6,77,23.79,0
2023-05-04,PROD_6,Alimento,19,118,17.24,1
2023-05-04,PROD_7,Bebida,8,74,9.68,0
2023-05-04,PROD_8,Bebida,15,174,7.27,0
2023-05-04,PROD_9,Higiene,6,111,9.53,0
2023-05-04,PROD_10,Bebida,18,77,22.97,1
2023-05-05,PROD_1,Alimento,11,150,20.84,0
2023-05-05,PROD_2,Alimento,10,88,13.25,1
2023-05-05,PROD_3,Higiene,8,136,15.37,0
2023-05-05,PROD_4,Higiene,25,110,23.68,1
2023-05-05,PROD_5,Bebida,7,72,10.66,0
2023-05-05,PROD_6,Higiene,10,188,10.23,0
2023-05-05,PROD_7,Bebida,10,130,17.0,0
2023-05-05,PROD_8,Higiene,8,79,19.4,0
2023-05-05,PROD_9,Bebida,13,178,4.67,0
2023-05-05,PROD_10,Bebida,20,92,8.56,1
2023-05-06,PROD_1,Bebida,7,81,20.06,0
2023-05-06,PROD_2,Alimento,9,190,8.09,0
2023-05-06,PROD_3,Higiene,16,196,11.83,0
2023-05-06,PROD_4,Bebida,15,123,11.38,0
2023-05-06,PROD_5,Alimento,8,117,19.52,0
2023-05-06,PROD_6,Bebida,14,152,14.41,0
2023-05-06,PROD_7,Alimento,11,153,23.03,0
2023-05-06,PROD_8,Bebida,13,72,17.03,0
2023-05-06,PROD_9,Bebida,8,126,18.88,0
2023-05-06,PROD_10,Bebida,11,108,14.32,0
2023-05-07,PROD_1,Bebida,7,154,12.85,0
2023-05-07,PROD_2,Higiene,10,124,3.71,0
2023-05-07,PROD_3,Alimento,14,124,23.64,0
2023-05-07,PROD_4,Bebida,28,103,13.4,1
2023-05-07,PROD_5,Bebida,13,74,5.9,0
2023-05-07,PROD_6,Higiene,8,194,8.44,0
2023-05-07,PROD_7,Alimento,15,188,20.73,0
2023-05-07,PROD_8,Alimento,9,53,23.43,0
2023-05-07,PROD_9,Alimento,3,133,23.08,0
2023-05-07,PROD_10,Alimento,11,122,22.37,0
2023-05-08,PROD_1,Bebida,8,107,18.51,0
2023-05-08,PROD_2,Bebida,20,115,6.27,1
2023-05-08,PROD_3,Alimento,12,145,14.21,0
2023-05-08,PROD_4,Higiene,14,96,9.74,1
2023-05-08,PROD_5,Alimento,10,52,3.93,0
2023-05-08,PROD_6,Higiene,22,112,13.57,1
2023-05-08,PROD_7,Alimento,9,143,11.56,0
2023-05-08,PROD_8,Alimento,10,95,11.29,0
2023-05-08,PROD_9,Alimento,14,101,15.91,0
2023-05-08,PROD_10,Bebida,7,121,20.08,0
2023-05-09,PROD_1,Bebida,10,110,11.08,0
2023-05-09,PROD_2,Higiene,7,151,13.62,0
2023-05-09,PROD_3,Alimento,19,59,6.93,1
2023-05-09,PROD_4,Bebida,2,162,10.93,0
2023-05-09,PROD_5,Bebida,9,160,11.43,0
2023-05-09,PROD_6,Bebida,7,171,3.51,0
2023-05-09,PROD_7,Higiene,12,193,7.09,0
2023-05-09,PROD_8,Alimento,9,87,8.69,0
2023-05-09,PROD_9,Alimento,9,93,19.41,0
2023-05-09,PROD_10,Alimento,6,59,24.66,0
2023-05-10,PROD_1,Higiene,9,195,9.08,0
2023-05-10,PROD_2,Alimento,14,198,24.93,0
2023-05-10,PROD_3,Higiene,9,63,11.99,0
2023-05-10,PROD_4,Bebida,14,196,7.91,0
2023-05-10,PROD_5,Alimento,10,63,13.9,0
2023-05-10,PROD_6,Alimento,8,179,17.13,0
2023-05-10,PROD_7,Alimento,9,117,6.83,0
2023-05-10,PROD_8,Higiene,13,112,24.42,0
2023-05-10,PROD_9,Higiene,12,165,17.2,0
2023-05-10,PROD_10,Higiene,11,137,12.8,0
2023-05-11,PROD_1,Alimento,10,114,14.77,0
2023-05-11,PROD_2,Higiene,11,87,6.23,0
2023-05-11,PROD_3,Higiene,17,154,9.42,1
2023-05-11,PROD_4,Bebida,19,168,8.76,1
2023-05-11,PROD_5,Bebida,8,155,5.76,0
2023-05-11,PROD_6,Higiene,13,65,18.57,0
2023-05-11,PROD_7,Alimento,15,79,5.0,0
2023-05-11,PROD_8,Alimento,11,62,6.99,0
2023-05-11,PROD_9,Higiene,10,83,20.15,0
2023-05-11,PROD_10,Bebida,13,158,23.57,0
2023-05-12,PROD_1,Alimento,11,167,5.16,0
2023-05-12,PROD_2,Alimento,10,183,21.14,0
2023-05-12,PROD_3,Alimento,12,141,10.26,0
2023-05-12,PROD_4,Alimento,11,127,14.24,0
2023-05-12,PROD_5,Bebida,10,68,9.14,0
2023-05-12,PROD_6,Bebida,11,149,20.87,0
2023-05-12,PROD_7,Bebida,9,142,14.28,0
2023-05-12,PROD_8,Alimento,10,138,13.94,0
2023-05-12,PROD_9,Higiene,11,50,14.29,0
2023-05-12,PROD_10,Higiene,20,100,7.29,1
2023-05-13,PROD_1,Bebida,12,152,13.51,0
2023-05-13,PROD_2,Higiene,16,168,14.65,0
2023-05-13,PROD_3,Bebida,13,118,12.93,0
2023-05-13,PROD_4,Alimento,16,158,18.87,1
2023-05-13,PROD_5,Higiene,14,162,24.31,0
2023-05-13,PROD_6,Bebida,8,180,23.87,0
2023-05-13,PROD_7,Bebida,13,149,18.46,0
2023-05-13,PROD_8,Bebida,14,169,14.94,0
2023-05-13,PROD_9,Alimento,11,130,10.43,0
2023-05-13,PROD_10,Bebida,12,188,4.59,0
2023-05-14,PROD_1,Alimento,19,80,10.5,1
2023-05-14,PROD_2,Higiene,9,171,5.2,0
2023-05-14,PROD_3,Higiene,22,97,10.4,1
2023-05-14,PROD_4,Bebida,9,114,5.04,0
2023-05-14,PROD_5,Bebida,3,150,16.53,0
2023-05-14,PROD_6,Alimento,10,105,7.97,0
2023-05-14,PROD_7,Alimento,4,74,21.61,0
2023-05-14,PROD_8,Higiene,13,159,17.32,0
2023-05-14,PROD_9,Bebida,25,86,9.41,1
2023-05-14,PROD_10,Bebida,8,73,24.29,0
2023-05-15,PROD_1,Alimento,11,137,24.77,0
2023-05-15,PROD_2,Bebida,11,64,22.15,0
2023-05-15,PROD_3,Bebida,7,61,4.96,0
2023-05-15,PROD_4,Higiene,10,129,15.83,0
2023-05-15,PROD_5,Bebida,11,161,4.57,0
2023-05-15,PROD_6,Higiene,18,124,14.45,1
2023-05-15,PROD_7,Bebida,10,164,9.26,0
2023-05-15,PROD_8,Alimento,12,199,15.47,0
2023-05-15,PROD_9,Alimento,8,115,18.68,0
2023-05-15,PROD_10,Bebida,10,193,13.82,0
2023-05-16,PROD_1,Alimento,8,106,18.42,0
2023-05-16,PROD_2,Bebida,9,56,9.16,0
2023-05-16,PROD_3,Alimento,11,80,5.42,0
2023-05-16,PROD_4,Alimento,17,177,5.54,1
2023-05-16,PROD_5,Bebida,11,156,5.22,0
2023-05-16,PROD_6,Higiene,8,61,20.97,0
2023-05-16,PROD_7,Alimento,9,52,15.81,0
2023-05-16,PROD_8,Alimento,11,104,24.37,0
2023-05-16,PROD_9,Alimento,8,116,11.15,0
2023-05-16,PROD_10,Bebida,12,118,7.41,0
2023-05-17,PROD_1,Bebida,6,128,7.54,0
2023-05-17,PROD_2,Alimento,12,67,5.66,0
2023-05-17,PROD_3,Alimento,9,50,8.15,0
2023-05-17,PROD_4,Higiene,7,171,22.78,0
2023-05-17,PROD_5,Alimento,13,75,20.17,0
2023-05-17,PROD_6,Alimento,9,196,12.9,0
2023-05-17,PROD_7,Higiene,21,93,24.92,1
2023-05-17,PROD_8,Bebida,11,78,11.53,0
2023-05-17,PROD_9,Bebida,6,126,10.73,0
2023-05-17,PROD_10,Higiene,6,136,13.1,0
2023-05-18,PROD_1,Higiene,12,195,18.9,0
2023-05-18,PROD_2,Higiene,10,174,8.07,0
2023-05-18,PROD_3,Higiene,14,87,17.88,0
2023-05-18,PROD_4,Alimento,19,82,15.47,1
2023-05-18,PROD_5,Higiene,13,80,7.5,0
2023-05-18,PROD_6,Alimento,13,164,9.63,0
2023-05-18,PROD_7,Bebida,8,179,19.0,0
2023-05-18,PROD_8,Bebida,5,134,9.08,0
2023-05-18,PROD_9,Alimento,9,51,20.46,0
2023-05-18,PROD_10,Bebida,10,143,20.09,0
2023-05-19,PROD_1,Higiene,11,57,16.48,0
2023-05-19,PROD_2,Higiene,12,53,14.91,0
2023-05-19,PROD_3,Bebida,23,120,14.86,1
2023-05-19,PROD_4,Alimento,10,59,18.99,0
2023-05-19,PROD_5,Alimento,10,146,9.91,0
2023-05-19,PROD_6,Higiene,10,57,17.94,0
2023-05-19,PROD_7,Higiene,21,90,8.27,1
2023-05-19,PROD_8,Bebida,15,132,21.56,0
2023-05-19,PROD_9,Higiene,7,131,20.92,0
2023-05-19,PROD_10,Bebida,11,161,20.41,0
2023-05-20,PROD_1,Higiene,7,193,22.89,0
2023-05-20,PROD_2,Bebida,31,54,4.59,1
2023-05-20,PROD_3,Bebida,8,186,5.48,0
2023-05-20,PROD_4,Higiene,23,66,12.97,1
2023-05-20,PROD_5,Bebida,28,103,14.84,1
2023-05-20,PROD_6,Higiene,10,110,22.72,1
2023-05-20,PROD_7,Higiene,6,51,19.75,0
2023-05-20,PROD_8,Alimento,15,185,20.25,0
2023-05-20,PROD_9,Higiene,12,174,19.68,0
2023-05-20,PROD_10,Bebida,17,55,6.86,1
2023-05-21,PROD_1,Bebida,8,96,9.46,0
2023-05-21,PROD_2,Higiene,10,146,22.48,0
2023-05-21,PROD_3,Alimento,10,142,24.24,0
2023-05-21,PROD_4,Bebida,6,89,14.23,0
2023-05-21,PROD_5,Bebida,14,85,21.51,0
2023-05-21,PROD_6,Alimento,10,133,16.02,0
2023-05-21,PROD_7,Bebida,8,144,18.79,0
2023-05-21,PROD_8,Bebida,9,103,21.58,0
2023-05-21,PROD_9,Higiene,6,158,16.01,0
2023-05-21,PROD_10,Bebida,9,71,17.26,0
2023-05-22,PROD_1,Higiene,10,156,15.69,1
2023-05-22,PROD_2,Higiene,18,179,20.84,0
2023-05-22,PROD_3,Bebida,15,77,5.38,0
2023-05-22,PROD_4,Bebida,12,169,15.97,0
2023-05-22,PROD_5,Alimento,9,115,24.78,0
2023-05-22,PROD_6,Alimento,9,87,23.31,0
2023-05-22,PROD_7,Bebida,8,119,8.81,0
2023-05-22,PROD_8,Alimento,5,92,15.53,0
2023-05-22,PROD_9,Higiene,11,104,18.84,0
2023-05-22,PROD_10,Bebida,8,71,21.57,0
2023-05-23,PROD_1,Bebida,8,150,8.85,0
2023-05-23,PROD_2,Bebida,20,121,20.77,1
2023-05-23,PROD_3,Bebida,8,95,9.7,0
2023-05-23,PROD_4,Higiene,11,82,23.37,0
2023-05-23,PROD_5,Bebida,12,119,12.72,0
2023-05-23,PROD_6,Bebida,7,73,21.9,0
2023-05-23,PROD_7,Higiene,8,141,13.26,0
2023-05-23,PROD_8,Higiene,14,164,8.82,0
2023-05-23,PROD_9,Higiene,7,173,5.72,0
2023-05-23,PROD_10,Higiene,17,120,16.92,0
2023-05-24,PROD_1,Alimento,8,74,19.14,0
2023-05-24,PROD_2,Higiene,13,50,12.21,0
2023-05-24,PROD_3,Higiene,25,154,7.96,1
2023-05-24,PROD_4,Higiene,4,160,15.72,0
2023-05-24,PROD_5,Higiene,14,94,21.61,0
2023-05-24,PROD_6,Higiene,8,161,3.79,0
2023-05-24,PROD_7,Alimento,14,129,12.27,0
2023-05-24,PROD_8,Bebida,9,157,3.81,0
2023-05-24,PROD_9,Higiene,9,57,7.66,0
2023-05-24,PROD_10,Higiene,8,159,20.19,0
2023-05-25,PROD_1,Bebida,7,183,3.83,0
2023-05-25,PROD_2,Bebida,10,80,4.66,0
2023-05-25,PROD_3,Alimento,9,150,14.12,0
2023-05-25,PROD_4,Alimento,10,165,12.1,0
2023-05-25,PROD_5,Higiene,9,146,18.72,0
2023-05-25,PROD_6,Higiene,13,142,8.25,0
2023-05-25,PROD_7,Alimento,9,87,6.3,0
2023-05-25,PROD_8,Bebida,12,75,19.25,0
2023-05-25,PROD_9,Alimento,9,189,6.11,0
2023-05-25,PROD_10,Bebida,8,116,24.4,0
2023-05-26,PROD_1,Higiene,24,191,21.85,1
2023-05-26,PROD_2,Bebida,21,68,19.16,0
2023-05-26,PROD_3,Alimento,9,59,14.46,0
2023-05-26,PROD_4,Higiene,13,51,17.43,0
2023-05-26,PROD_5,Alimento,11,180,23.93,0
2023-05-26,PROD_6,Higiene,16,73,21.27,1
2023-05-26,PROD_7,Alimento,11,78,6.27,0
2023-05-26,PROD_8,Alimento,20,170,12.54,1
2023-05-26,PROD_9,Bebida,8,140,12.33,0
2023-05-26,PROD_10,Alimento,10,142,13.12,0
2023-05-27,PROD_1,Bebida,7,51,13.25,0
2023-05-27,PROD_2,Alimento,22,136,15.54,1
2023-05-27,PROD_3,Bebida,12,66,23.03,0
2023-05-27,PROD_4,Alimento,9,51,23.34,0
2023-05-27,PROD_5,Higiene,14,190,18.41,0
2023-05-27,PROD_6,Bebida,9,183,12.07,0
2023-05-27,PROD_7,Bebida,15,180,16.78,0
2023-05-27,PROD_8,Alimento,9,150,10.73,0
2023-05-27,PROD_9,Higiene,13,157,3.73,0
2023-05-27,PROD_10,Higiene,5,160,17.31,0
2023-05-28,PROD_1,Alimento,16,82,20.96,0
2023-05-28,PROD_2,Higiene,6,74,5.67,0
2023-05-28,PROD_3,Alimento,22,119,18.68,1
2023-05-28,PROD_4,Higiene,8,117,7.44,0
2023-05-28,PROD_5,Higiene,18,136,9.03,1
2023-05-28,PROD_6,Bebida,12,136,12.87,0
2023-05-28,PROD_7,Alimento,12,91,9.57,0
2023-05-28,PROD_8,Higiene,6,85,13.95,0
2023-05-28,PROD_9,Higiene,10,119,22.7,0
2023-05-28,PROD_10,Alimento,26,55,4.62,1
2023-05-29,PROD_1,Bebida,15,114,6.39,0
2023-05-29,PROD_2,Higiene,24,117,8.82,1
2023-05-29,PROD_3,Alimento,19,139,23.08,1
2023-05-29,PROD_4,Higiene,12,68,20.06,0
2023-05-29,PROD_5,Bebida,13,161,19.42,0
2023-05-29,PROD_6,Higiene,8,172,9.73,0
2023-05-29,PROD_7,Bebida,16,51,23.57,1
2023-05-29,PROD_8,Higiene,13,117,15.56,0
2023-05-29,PROD_9,Bebida,9,174,16.74,0
2023-05-29,PROD_10,Bebida,15,138,18.63,0
2023-05-30,PROD_1,Alimento,10,119,8.69,0
2023-05-30,PROD_2,Bebida,18,144,12.15,0
2023-05-30,PROD_3,Bebida,13,144,19.02,1
